id,nombre,edad,perfil,sesgo,preocupacion,pais,provincia,ciudad,nse
1062,Persona_1062,68,Estudiante universitario,Progresista,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,E (Vulnerable)
1063,Persona_1063,32,Productor agropecuario,Liberal,Economía y Seguridad,Argentina,Mendoza,San Rafael,C3 (Medio)
1064,Persona_1064,40,Estudiante universitario,Conservador,Economía y Seguridad,Argentina,Santa Fe,Rosario,ABC1 (Alto)
1065,Persona_1065,51,Desempleado,Pragmático,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,ABC1 (Alto)
1066,Persona_1066,40,Emprendedor tech,Conservador,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
1067,Persona_1067,40,Docente,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
1068,Persona_1068,24,Programador freelance,Progresista,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,ABC1 (Alto)
1069,Persona_1069,34,Docente,Conservador,Economía y Seguridad,Argentina,Santa Fe,Rafaela,C3 (Medio)
1070,Persona_1070,60,Programador freelance,Progresista,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,E (Vulnerable)
1071,Persona_1071,64,Programador freelance,Antisistema,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,D1 (Bajo)
1072,Persona_1072,66,Profesional independiente,Conservador,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,D1 (Bajo)
1073,Persona_1073,51,Empleado público,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,ABC1 (Alto)
1074,Persona_1074,48,Estudiante universitario,Liberal,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C2 (Medio-Alto)
1075,Persona_1075,60,Productor agropecuario,Liberal,Economía y Seguridad,Argentina,Salta,Cafayate,D1 (Bajo)
1076,Persona_1076,36,Desempleado,Antisistema,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,C2 (Medio-Alto)
1077,Persona_1077,26,Empleado público,Pragmático,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C2 (Medio-Alto)
1078,Persona_1078,39,Obrero de fábrica,Justicia Social,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
1079,Persona_1079,18,Docente,Progresista,Economía y Seguridad,Argentina,Buenos Aires,Tandil,C2 (Medio-Alto)
1080,Persona_1080,31,Docente,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,Tandil,D1 (Bajo)
1081,Persona_1081,23,Comerciante de barrio,Pragmático,Economía y Seguridad,Argentina,Salta,Salta Capital,C3 (Medio)
1082,Persona_1082,70,Empleado público,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
1083,Persona_1083,69,Comerciante de barrio,Conservador,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,ABC1 (Alto)
1084,Persona_1084,72,Emprendedor tech,Antisistema,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,C3 (Medio)
1085,Persona_1085,29,Trabajador informal,Progresista,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,C2 (Medio-Alto)
1086,Persona_1086,20,Empleado público,Escéptico,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,ABC1 (Alto)
1087,Persona_1087,34,Obrero de fábrica,Justicia Social,Economía y Seguridad,Argentina,Salta,Salta Capital,D1 (Bajo)
1088,Persona_1088,27,Empleado público,Conservador,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
1089,Persona_1089,59,Productor agropecuario,Pragmático,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C3 (Medio)
1090,Persona_1090,71,Emprendedor tech,Escéptico,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,D1 (Bajo)
1091,Persona_1091,46,Productor agropecuario,Escéptico,Economía y Seguridad,Argentina,Salta,Salta Capital,C3 (Medio)
1092,Persona_1092,73,Programador freelance,Liberal,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,C3 (Medio)
1093,Persona_1093,21,Docente,Conservador,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
1094,Persona_1094,21,Estudiante universitario,Escéptico,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
1095,Persona_1095,25,Docente,Pragmático,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,ABC1 (Alto)
1096,Persona_1096,63,Trabajador informal,Escéptico,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,D1 (Bajo)
1097,Persona_1097,32,Programador freelance,Pragmático,Economía y Seguridad,Argentina,Mendoza,San Rafael,D1 (Bajo)
1098,Persona_1098,32,Comerciante de barrio,Pragmático,Economía y Seguridad,Argentina,Salta,Salta Capital,C2 (Medio-Alto)
1099,Persona_1099,73,Docente,Conservador,Economía y Seguridad,Argentina,Mendoza,San Rafael,C2 (Medio-Alto)
1100,Persona_1100,56,Trabajador informal,Pragmático,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C2 (Medio-Alto)
1101,Persona_1101,36,Productor agropecuario,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,La Plata,C2 (Medio-Alto)
1102,Persona_1102,75,Estudiante universitario,Progresista,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,ABC1 (Alto)
1103,Persona_1103,26,Obrero de fábrica,Liberal,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,C3 (Medio)
1104,Persona_1104,64,Estudiante universitario,Progresista,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,E (Vulnerable)
1105,Persona_1105,54,Productor agropecuario,Escéptico,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C2 (Medio-Alto)
1106,Persona_1106,75,Productor agropecuario,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Rosario,C3 (Medio)
1107,Persona_1107,50,Desempleado,Justicia Social,Economía y Seguridad,Argentina,Salta,Cafayate,C2 (Medio-Alto)
1108,Persona_1108,32,Docente,Antisistema,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,D1 (Bajo)
1109,Persona_1109,58,Comerciante de barrio,Progresista,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,E (Vulnerable)
1110,Persona_1110,20,Obrero de fábrica,Escéptico,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
1111,Persona_1111,40,Empleado público,Pragmático,Economía y Seguridad,Argentina,Salta,Cafayate,C3 (Medio)
1112,Persona_1112,24,Trabajador informal,Progresista,Economía y Seguridad,Argentina,Santa Fe,Rafaela,E (Vulnerable)
1113,Persona_1113,49,Empleado público,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,La Plata,C3 (Medio)
1114,Persona_1114,52,Trabajador informal,Liberal,Economía y Seguridad,Argentina,Mendoza,San Rafael,E (Vulnerable)
1115,Persona_1115,55,Profesional independiente,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,D1 (Bajo)
1116,Persona_1116,24,Programador freelance,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
1117,Persona_1117,62,Jubilado,Escéptico,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,D1 (Bajo)
1118,Persona_1118,56,Estudiante universitario,Liberal,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,D1 (Bajo)
1119,Persona_1119,62,Desempleado,Conservador,Economía y Seguridad,Argentina,Santa Fe,Venado Tuerto,C2 (Medio-Alto)
1120,Persona_1120,34,Trabajador informal,Justicia Social,Economía y Seguridad,Argentina,Mendoza,San Rafael,E (Vulnerable)
1121,Persona_1121,29,Empleado público,Progresista,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
1122,Persona_1122,75,Trabajador informal,Antisistema,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,D1 (Bajo)
1123,Persona_1123,64,Desempleado,Justicia Social,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,D1 (Bajo)
1124,Persona_1124,19,Docente,Conservador,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,ABC1 (Alto)
1125,Persona_1125,37,Empleado público,Liberal,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,D1 (Bajo)
1126,Persona_1126,39,Desempleado,Conservador,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
1127,Persona_1127,53,Productor agropecuario,Escéptico,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
1128,Persona_1128,25,Jubilado,Antisistema,Economía y Seguridad,Argentina,Mendoza,San Rafael,C2 (Medio-Alto)
1129,Persona_1129,35,Profesional independiente,Progresista,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,E (Vulnerable)
1130,Persona_1130,45,Productor agropecuario,Progresista,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C2 (Medio-Alto)
1131,Persona_1131,58,Comerciante de barrio,Liberal,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,D1 (Bajo)
1132,Persona_1132,26,Jubilado,Progresista,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
1133,Persona_1133,67,Profesional independiente,Pragmático,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,C2 (Medio-Alto)
1134,Persona_1134,61,Obrero de fábrica,Pragmático,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,E (Vulnerable)
1135,Persona_1135,30,Estudiante universitario,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,Tandil,C2 (Medio-Alto)
1136,Persona_1136,71,Profesional independiente,Conservador,Economía y Seguridad,Argentina,Buenos Aires,Tandil,C2 (Medio-Alto)
1137,Persona_1137,68,Obrero de fábrica,Pragmático,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C3 (Medio)
1138,Persona_1138,47,Profesional independiente,Pragmático,Economía y Seguridad,Argentina,Salta,Salta Capital,C3 (Medio)
1139,Persona_1139,70,Programador freelance,Escéptico,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,D1 (Bajo)
1140,Persona_1140,32,Comerciante de barrio,Pragmático,Economía y Seguridad,Argentina,Santa Fe,Rosario,ABC1 (Alto)
1141,Persona_1141,57,Profesional independiente,Antisistema,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,E (Vulnerable)
1142,Persona_1142,42,Programador freelance,Progresista,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,D1 (Bajo)
1143,Persona_1143,72,Docente,Conservador,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C2 (Medio-Alto)
1144,Persona_1144,56,Programador freelance,Pragmático,Economía y Seguridad,Argentina,Buenos Aires,La Plata,ABC1 (Alto)
1145,Persona_1145,66,Empleado público,Escéptico,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C3 (Medio)
1146,Persona_1146,29,Profesional independiente,Pragmático,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,D1 (Bajo)
1147,Persona_1147,60,Emprendedor tech,Conservador,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,C3 (Medio)
1148,Persona_1148,27,Comerciante de barrio,Pragmático,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,C2 (Medio-Alto)
1149,Persona_1149,26,Empleado público,Progresista,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,D1 (Bajo)
1150,Persona_1150,24,Empleado público,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Rosario,C2 (Medio-Alto)
1151,Persona_1151,65,Emprendedor tech,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Venado Tuerto,C3 (Medio)
1152,Persona_1152,33,Comerciante de barrio,Justicia Social,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,E (Vulnerable)
1153,Persona_1153,25,Docente,Escéptico,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,C2 (Medio-Alto)
1154,Persona_1154,20,Obrero de fábrica,Progresista,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,C3 (Medio)
1155,Persona_1155,66,Productor agropecuario,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,E (Vulnerable)
1156,Persona_1156,72,Programador freelance,Pragmático,Economía y Seguridad,Argentina,Salta,Cafayate,E (Vulnerable)
1157,Persona_1157,36,Jubilado,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,La Plata,ABC1 (Alto)
1158,Persona_1158,18,Desempleado,Conservador,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,D1 (Bajo)
1159,Persona_1159,52,Comerciante de barrio,Conservador,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,E (Vulnerable)
1160,Persona_1160,44,Jubilado,Conservador,Economía y Seguridad,Argentina,Mendoza,San Rafael,C3 (Medio)
1161,Persona_1161,23,Estudiante universitario,Progresista,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,E (Vulnerable)
1162,Persona_1162,66,Programador freelance,Conservador,Economía y Seguridad,Argentina,Santa Fe,Rosario,ABC1 (Alto)
1163,Persona_1163,22,Profesional independiente,Progresista,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,D1 (Bajo)
1164,Persona_1164,71,Emprendedor tech,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
1165,Persona_1165,50,Productor agropecuario,Liberal,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C2 (Medio-Alto)
1166,Persona_1166,65,Empleado público,Pragmático,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,ABC1 (Alto)
1167,Persona_1167,56,Jubilado,Progresista,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,D1 (Bajo)
1168,Persona_1168,21,Jubilado,Liberal,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,C3 (Medio)
1169,Persona_1169,18,Docente,Escéptico,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,E (Vulnerable)
1170,Persona_1170,47,Emprendedor tech,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
1171,Persona_1171,47,Estudiante universitario,Justicia Social,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,E (Vulnerable)
1172,Persona_1172,50,Obrero de fábrica,Liberal,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C3 (Medio)
1173,Persona_1173,66,Emprendedor tech,Conservador,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,E (Vulnerable)
1174,Persona_1174,28,Trabajador informal,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,Tandil,ABC1 (Alto)
1175,Persona_1175,26,Empleado público,Conservador,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,ABC1 (Alto)
1176,Persona_1176,43,Trabajador informal,Escéptico,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
1177,Persona_1177,39,Obrero de fábrica,Justicia Social,Economía y Seguridad,Argentina,Mendoza,San Rafael,E (Vulnerable)
1178,Persona_1178,28,Programador freelance,Pragmático,Economía y Seguridad,Argentina,Mendoza,San Rafael,E (Vulnerable)
1179,Persona_1179,43,Trabajador informal,Progresista,Economía y Seguridad,Argentina,Santa Fe,Rosario,C3 (Medio)
1180,Persona_1180,21,Obrero de fábrica,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,ABC1 (Alto)
1181,Persona_1181,49,Productor agropecuario,Escéptico,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C2 (Medio-Alto)
1182,Persona_1182,49,Estudiante universitario,Pragmático,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
1183,Persona_1183,57,Obrero de fábrica,Justicia Social,Economía y Seguridad,Argentina,Salta,Salta Capital,ABC1 (Alto)
1184,Persona_1184,53,Trabajador informal,Antisistema,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,ABC1 (Alto)
1185,Persona_1185,22,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,CABA,CABA,C3 (Medio)
1186,Persona_1186,66,Productor agropecuario,Conservador,Economía y Seguridad,Argentina,Santa Fe,Rosario,C2 (Medio-Alto)
1187,Persona_1187,71,Programador freelance,Liberal,Economía y Seguridad,Argentina,Córdoba,Villa María,E (Vulnerable)
1188,Persona_1188,68,Docente,Antisistema,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,C2 (Medio-Alto)
1189,Persona_1189,22,Programador freelance,Escéptico,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,C2 (Medio-Alto)
1190,Persona_1190,26,Comerciante de barrio,Justicia Social,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C2 (Medio-Alto)
1191,Persona_1191,33,Estudiante universitario,Pragmático,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,ABC1 (Alto)
1192,Persona_1192,38,Programador freelance,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
1193,Persona_1193,27,Emprendedor tech,Liberal,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,ABC1 (Alto)
1194,Persona_1194,66,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,D1 (Bajo)
1195,Persona_1195,47,Profesional independiente,Progresista,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,E (Vulnerable)
1196,Persona_1196,20,Estudiante universitario,Progresista,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,E (Vulnerable)
1197,Persona_1197,51,Desempleado,Progresista,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,C2 (Medio-Alto)
1198,Persona_1198,52,Trabajador informal,Progresista,Economía y Seguridad,Argentina,Córdoba,Villa María,ABC1 (Alto)
1199,Persona_1199,72,Emprendedor tech,Conservador,Economía y Seguridad,Argentina,CABA,CABA,C3 (Medio)
1200,Persona_1200,24,Docente,Progresista,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,ABC1 (Alto)
1201,Persona_1201,25,Desempleado,Liberal,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
1202,Persona_1202,28,Jubilado,Escéptico,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,E (Vulnerable)
1203,Persona_1203,71,Estudiante universitario,Conservador,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,ABC1 (Alto)
1204,Persona_1204,34,Docente,Pragmático,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,D1 (Bajo)
1205,Persona_1205,54,Desempleado,Antisistema,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,C2 (Medio-Alto)
1206,Persona_1206,57,Obrero de fábrica,Liberal,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,D1 (Bajo)
1207,Persona_1207,34,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,Salta,Cafayate,C2 (Medio-Alto)
1208,Persona_1208,39,Emprendedor tech,Antisistema,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,E (Vulnerable)
1209,Persona_1209,35,Programador freelance,Progresista,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,E (Vulnerable)
1210,Persona_1210,70,Trabajador informal,Pragmático,Economía y Seguridad,Argentina,Salta,Cafayate,E (Vulnerable)
1211,Persona_1211,18,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,Salta,Cafayate,E (Vulnerable)
1212,Persona_1212,74,Desempleado,Pragmático,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,D1 (Bajo)
1213,Persona_1213,69,Obrero de fábrica,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,Tandil,ABC1 (Alto)
1214,Persona_1214,55,Estudiante universitario,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,ABC1 (Alto)
1215,Persona_1215,71,Emprendedor tech,Escéptico,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,D1 (Bajo)
1216,Persona_1216,37,Jubilado,Pragmático,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,C3 (Medio)
1217,Persona_1217,26,Programador freelance,Escéptico,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
1218,Persona_1218,20,Obrero de fábrica,Antisistema,Economía y Seguridad,Argentina,Mendoza,San Rafael,C2 (Medio-Alto)
1219,Persona_1219,20,Profesional independiente,Pragmático,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,C2 (Medio-Alto)
1220,Persona_1220,40,Trabajador informal,Liberal,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
1221,Persona_1221,30,Programador freelance,Liberal,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
1222,Persona_1222,21,Empleado público,Pragmático,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C2 (Medio-Alto)
1223,Persona_1223,51,Comerciante de barrio,Escéptico,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,ABC1 (Alto)
1224,Persona_1224,36,Jubilado,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,ABC1 (Alto)
1225,Persona_1225,48,Programador freelance,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,E (Vulnerable)
1226,Persona_1226,20,Docente,Pragmático,Economía y Seguridad,Argentina,Mendoza,San Rafael,E (Vulnerable)
1227,Persona_1227,71,Programador freelance,Liberal,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,C2 (Medio-Alto)
1228,Persona_1228,22,Profesional independiente,Liberal,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C3 (Medio)
1229,Persona_1229,67,Trabajador informal,Antisistema,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C2 (Medio-Alto)
1230,Persona_1230,66,Jubilado,Pragmático,Economía y Seguridad,Argentina,Salta,Salta Capital,D1 (Bajo)
1231,Persona_1231,57,Profesional independiente,Progresista,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C2 (Medio-Alto)
1232,Persona_1232,62,Programador freelance,Progresista,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,D1 (Bajo)
1233,Persona_1233,64,Trabajador informal,Escéptico,Economía y Seguridad,Argentina,Salta,Salta Capital,ABC1 (Alto)
1234,Persona_1234,18,Comerciante de barrio,Liberal,Economía y Seguridad,Argentina,Buenos Aires,La Plata,C2 (Medio-Alto)
1235,Persona_1235,25,Desempleado,Antisistema,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,ABC1 (Alto)
1236,Persona_1236,22,Jubilado,Progresista,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
1237,Persona_1237,68,Programador freelance,Progresista,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
1238,Persona_1238,22,Trabajador informal,Pragmático,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,C3 (Medio)
1239,Persona_1239,60,Profesional independiente,Conservador,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,ABC1 (Alto)
1240,Persona_1240,48,Jubilado,Liberal,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,ABC1 (Alto)
1241,Persona_1241,37,Jubilado,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
1242,Persona_1242,18,Desempleado,Progresista,Economía y Seguridad,Argentina,CABA,CABA,C3 (Medio)
1243,Persona_1243,66,Productor agropecuario,Conservador,Economía y Seguridad,Argentina,Salta,Cafayate,D1 (Bajo)
1244,Persona_1244,33,Productor agropecuario,Liberal,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
1245,Persona_1245,69,Desempleado,Pragmático,Economía y Seguridad,Argentina,Salta,Cafayate,D1 (Bajo)
1246,Persona_1246,31,Empleado público,Escéptico,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C2 (Medio-Alto)
1247,Persona_1247,72,Obrero de fábrica,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
1248,Persona_1248,58,Estudiante universitario,Antisistema,Economía y Seguridad,Argentina,Salta,Cafayate,D1 (Bajo)
1249,Persona_1249,38,Programador freelance,Antisistema,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,C2 (Medio-Alto)
1250,Persona_1250,71,Profesional independiente,Pragmático,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
1251,Persona_1251,29,Desempleado,Liberal,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
1252,Persona_1252,54,Docente,Progresista,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C3 (Medio)
1253,Persona_1253,69,Trabajador informal,Escéptico,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C3 (Medio)
1254,Persona_1254,59,Comerciante de barrio,Conservador,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,ABC1 (Alto)
1255,Persona_1255,47,Productor agropecuario,Pragmático,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,ABC1 (Alto)
1256,Persona_1256,70,Estudiante universitario,Progresista,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,E (Vulnerable)
1257,Persona_1257,25,Productor agropecuario,Liberal,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,C2 (Medio-Alto)
1258,Persona_1258,69,Docente,Conservador,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,C3 (Medio)
1259,Persona_1259,49,Docente,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,Tandil,C2 (Medio-Alto)
1260,Persona_1260,60,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,D1 (Bajo)
1261,Persona_1261,23,Desempleado,Progresista,Economía y Seguridad,Argentina,Salta,Cafayate,C3 (Medio)
1262,Persona_1262,58,Trabajador informal,Escéptico,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,D1 (Bajo)
1263,Persona_1263,51,Comerciante de barrio,Conservador,Economía y Seguridad,Argentina,Santa Fe,Rosario,C3 (Medio)
1264,Persona_1264,61,Profesional independiente,Progresista,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,ABC1 (Alto)
1265,Persona_1265,68,Trabajador informal,Pragmático,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,ABC1 (Alto)
1266,Persona_1266,71,Jubilado,Justicia Social,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,C2 (Medio-Alto)
1267,Persona_1267,54,Desempleado,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,D1 (Bajo)
1268,Persona_1268,31,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,E (Vulnerable)
1269,Persona_1269,50,Productor agropecuario,Conservador,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,C2 (Medio-Alto)
1270,Persona_1270,28,Programador freelance,Pragmático,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,ABC1 (Alto)
1271,Persona_1271,53,Empleado público,Progresista,Economía y Seguridad,Argentina,Santa Fe,Rosario,C3 (Medio)
1272,Persona_1272,73,Desempleado,Pragmático,Economía y Seguridad,Argentina,CABA,CABA,C3 (Medio)
1273,Persona_1273,44,Productor agropecuario,Escéptico,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,C3 (Medio)
1274,Persona_1274,58,Desempleado,Liberal,Economía y Seguridad,Argentina,Santa Fe,Rosario,ABC1 (Alto)
1275,Persona_1275,34,Trabajador informal,Progresista,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C3 (Medio)
1276,Persona_1276,53,Empleado público,Justicia Social,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,C3 (Medio)
1277,Persona_1277,37,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
